Company,TypeName,Ram,Weight,Price,Touchscreen,Ips,PPi,Cpu brand,HDD,SSD,Gpu brand,Os
Asus,Gaming,16,16.0,159786.72,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,4,4.0,35964.0,0,1,165.6321180513006,Intel Core i5,500,0,Intel,Windows
Apple,Ultrabook,8,8.0,108691.2,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
Dell,2 in 1 Convertible,8,8.0,43636.32,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,16,16.0,95850.72,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Asus,Notebook,4,4.0,24988.32,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,8.0,98514.72,1,1,158.48253022174808,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,4.0,37402.56,0,1,127.33567457123111,Intel Core i3,0,256,Nvidia,Windows
Dell,Ultrabook,8,8.0,50562.72,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,8.0,23757.552,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
HP,Notebook,16,16.0,56423.52,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
MSI,Gaming,16,16.0,133146.72,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,8.0,90522.72,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,8.0,60845.76,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,Windows
Lenovo,Notebook,4,4.0,23656.32,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Others/No OS/Linux
HP,Notebook,4,4.0,38468.16,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,4.0,35004.96,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,8.0,30103.2,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,8,8.0,42570.72,1,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,8.0,79866.72,1,0,165.6321180513006,Intel Core i7,0,1024,Intel,Windows
Lenovo,Notebook,4,4.0,24881.76,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux
HP,Notebook,8,8.0,54239.04,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,8.0,46886.4,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,8.0,104370.192,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,16.0,82530.72,0,0,127.33567457123111,AMD Processor,1000,256,AMD,Windows
Dell,Notebook,8,8.0,39164.5296,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
Lenovo,2 in 1 Convertible,16,16.0,133146.72,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,8.0,43263.36,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,12.0,37992.3696,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,8.0,58554.72,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,Others/No OS/Linux
Acer,Notebook,8,8.0,39693.6,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,4.0,26053.92,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,8.0,45234.72,0,0,127.33567457123111,Intel Core i7,2000,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,6,6.0,45767.52,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,4.0,22803.84,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Lenovo,Gaming,8,8.0,44169.12,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,6.0,30849.12,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,8.0,50669.28,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,12.0,35111.52,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,8.0,58448.16,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,8.0,52054.56,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,16.0,62817.12,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,8.0,35112.0528,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Acer,Notebook,2,2.0,10602.72,0,0,100.45466986113651,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Asus,Gaming,8,8.0,63243.36,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,8.0,26053.92,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,8.0,97449.12,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,8.0,39373.92,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,8.0,69210.72,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,8.0,52161.12,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Dell,Workstation,16,16.0,153705.3408,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,6.0,26586.72,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,16,16.0,78215.04,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,4.0,27119.52,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,16.0,113060.16,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,6.0,34578.72,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,8.0,29250.72,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia,Others/No OS/Linux
Asus,Gaming,8,8.0,67399.2,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,4.0,19180.2672,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
HP,2 in 1 Convertible,16,16.0,105228.0,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,8.0,55571.04,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,8.0,43636.32,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,4.0,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,8.0,53226.72,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,16.0,133146.72,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,16.0,111834.72,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,8,8.0,24988.32,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,2.0,14652.0,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,8.0,44968.32,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
HP,2 in 1 Convertible,16,16.0,130482.72,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,4.0,24503.472,0,0,117.82653006268643,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,8.0,52214.4,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,4.0,25840.8,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,8.0,68837.76,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,4.0,31381.92,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,8.0,58288.32,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,8.0,48058.56,0,1,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,8.0,35111.52,0,0,100.45466986113651,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,4.0,15557.76,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,6.0,29250.72,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,8.0,55938.672,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,8.0,71128.8,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,32.0,140605.91999999998,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,8.0,63882.72,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,8.0,50243.04,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,8.0,71075.52,0,0,157.3505121487356,Intel Core i7,1000,256,Intel,Windows
Lenovo,Notebook,4,4.0,23922.72,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,8.0,53226.72,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,8.0,67559.04,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,8.0,55890.72,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,8.0,60952.32,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,4.0,14651.4672,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,8,8.0,60885.72,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,4.0,14646.672,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,12,12.0,47898.72,0,0,141.21199808219862,AMD Processor,2000,0,AMD,Windows
HP,Notebook,8,8.0,38148.48,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,16.0,111834.72,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,8.0,84129.12,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,16.0,60153.12,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,Windows
HP,Notebook,2,2.0,14865.12,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,16.0,85672.1088,0,0,141.21199808219862,Intel Core i7,0,768,Intel,Windows
Asus,2 in 1 Convertible,4,4.0,19980.0,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,8.0,35324.64,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,16.0,108020.9376,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,8.0,69477.12,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,8.0,75071.52,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
HP,Workstation,8,8.0,92615.0256,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,16.0,74751.84,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,8.0,51729.55199999999,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,Windows
Lenovo,Notebook,4,4.0,17155.627200000003,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Gaming,8,8.0,53226.72,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,8.0,29696.6736,1,0,100.45466986113651,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,8.0,76030.56,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,4.0,23389.92,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,8.0,50349.6,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,6.0,38308.32,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,8.0,34045.92,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,8.0,26586.72,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia,Others/No OS/Linux
HP,Notebook,8,8.0,20725.92,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,8,8.0,57808.8,0,0,127.33567457123111,Intel Core i5,1000,128,AMD,Windows
Lenovo,Gaming,8,8.0,43103.52,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Others/No OS/Linux
Dell,Notebook,8,8.0,47898.72,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,8.0,93240.0,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,12.0,58554.72,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,Windows
Acer,Notebook,4,4.0,22697.28,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
Asus,Gaming,16,16.0,117162.72,0,1,127.33567457123111,AMD Processor,1000,256,AMD,Windows
Lenovo,Notebook,4,4.0,26053.92,0,0,106.11306214269258,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,8.0,46300.85279999999,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,4.0,26053.3872,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,4,4.0,29463.84,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,4,4.0,16463.52,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,4.0,15238.08,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,8.0,45074.88,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
HP,Gaming,8,8.0,63456.48,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,4.0,21498.48,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Others/No OS/Linux
Asus,Gaming,8,8.0,88178.4,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,8,8.0,58554.72,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,16.0,93181.392,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,8.0,121584.96,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,4.0,29250.72,0,1,165.6321180513006,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,8.0,72940.31999999999,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,8.0,113752.8,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,16.0,133679.52,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,8.0,55357.92,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,16.0,84768.48,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,12,12.0,36975.7872,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,8.0,71874.72,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,8.0,41498.1936,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
HP,Ultrabook,4,4.0,26586.72,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,8.0,65510.9568,0,1,141.21199808219862,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,8.0,49976.64,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,8.0,144495.36,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,16.0,139860.0,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,4.0,16303.68,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,16.0,81465.12,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,8.0,60978.96,0,1,141.21199808219862,Intel Core i5,1000,256,AMD,Windows
Acer,Notebook,8,8.0,46833.12,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
MSI,Gaming,16,16.0,119826.72,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,8.0,99793.44,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,16.0,93080.16,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,8.0,89510.4,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,4.0,21791.52,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,2.0,16221.096,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,8.0,102564.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,8.0,103523.04,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,4.0,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,8.0,42038.4528,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,8.0,49443.84,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,4.0,31909.392,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Others/No OS/Linux
Dell,Notebook,4,4.0,36709.92,0,0,117.82653006268643,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,8.0,79920.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,8.0,28768.536,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,8.0,64755.44640000001,0,1,157.3505121487356,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,16.0,101178.72,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,6.0,23922.72,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,8.0,76030.56,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,8.0,31808.16,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux
Dell,Gaming,16,16.0,149130.72,0,1,169.78089942830815,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,8.0,61751.52,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,8.0,60867.072,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
Dell,Ultrabook,8,8.0,58554.72,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Others/No OS/Linux
HP,Gaming,12,12.0,106506.72,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,4.0,15930.72,1,1,189.90579052433606,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,4,4.0,14332.32,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,8.0,53812.8,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,4.0,31914.72,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,16.0,130269.6,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,16.0,130482.72,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,8.0,90309.6,0,0,127.33567457123111,AMD Processor,1000,256,AMD,Windows
HP,Notebook,4,4.0,18488.16,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,16,16.0,117162.72,1,0,234.50740003017813,Intel Core i7,0,512,Intel,Others/No OS/Linux
Lenovo,Ultrabook,24,24.0,126912.96,0,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,4.0,29783.52,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Others/No OS/Linux
Lenovo,Notebook,8,8.0,27652.32,0,0,106.11306214269258,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,4.0,39906.72,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,8.0,76137.12,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,4.0,18594.72,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,8,8.0,58554.72,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,8.0,62817.12,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,4.0,23539.104,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Others/No OS/Linux
Dell,Workstation,8,8.0,106187.04,0,0,141.21199808219862,Other Intel Processor,1000,0,Nvidia,Windows
MSI,Gaming,8,8.0,54757.9872,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,16.0,137941.91999999998,1,0,200.84255993695703,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,8.0,31381.92,0,0,100.45466986113651,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,16.0,105228.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,8.0,81731.52,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,8.0,71661.59999999999,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,8.0,52161.12,0,0,141.21199808219862,Intel Core i7,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,4.0,25521.12,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,8,8.0,109010.88,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,4.0,52693.92,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,8,8.0,95850.72,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,8.0,34093.872,0,0,106.11306214269258,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,4.0,28984.32,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,4.0,23176.8,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,8,8.0,39906.72,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,8.0,42570.72,0,1,157.3505121487356,Intel Core i7,0,512,AMD,Others/No OS/Linux
Lenovo,Notebook,8,8.0,111355.2,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,4.0,16197.12,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,4.0,24988.32,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,8.0,40439.52,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,12.0,90522.72,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,12.0,98994.24,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,8.0,106506.72,1,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,8.0,61485.12,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,8.0,67932.0,1,0,234.50740003017813,Intel Core i5,0,128,Intel,Others/No OS/Linux
Dell,Ultrabook,8,8.0,98133.768,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,12.0,69210.72,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,Windows
Dell,Notebook,8,8.0,39427.2,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,8.0,128298.24,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,8.0,72673.92,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,8.0,35964.0,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,8.0,89084.16,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,8.0,67239.36,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,4.0,31254.048,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,4.0,38681.28,0,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,4.0,13261.392000000002,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,4.0,30103.2,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,8.0,55890.72,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,16.0,124568.64,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,16.0,101178.72,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,16.0,95797.44,0,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,16.0,103896.0,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,8.0,53918.82719999999,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,32.0,149130.72,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,8.0,71928.0,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Acer,Notebook,8,8.0,30849.12,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,24.0,67612.31999999999,1,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,8,8.0,58554.72,0,1,125.36742798669837,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,8.0,47893.39199999999,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,8.0,93186.72,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,Windows
